"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"HEV77J9B","journalArticle","2008","Li, Hongwei; Yan, Guozheng; Ma, Guanying","An active endoscopic robot based on wireless power transmission and electromagnetic localization","The International Journal of Medical Robotics and Computer Assisted Surgery","","","","","","2008","2020-03-29 14:57:30","2020-03-29 14:57:30","","355–367","","4","4","","","","","","","","","","","","","","","Google Scholar","","Publisher: Wiley Online Library","","C:\Users\StanS\Zotero\storage\YWBFYRXB\rcs.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LAESXWED","journalArticle","2007","Nayyerloo, Mostafa; Yeganehparast, Seyyed Mohammad Mehdi; Barati, Alireza; Foumani, Mahmud Saadat","Mechanical implementation and simulation of MoboLab, a mobile robot for inspection of power transmission lines","International Journal of Advanced Robotic Systems","","","","","","2007","2020-03-29 14:57:30","2020-03-29 14:57:30","","41","","3","4","","","","","","","","","","","","","","","Google Scholar","","Publisher: SAGE Publications Sage UK: London, England","","C:\Users\StanS\Zotero\storage\5C6YVSYJ\5676.html; C:\Users\StanS\Zotero\storage\DF9FLSET\5676.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TL8LRK89","conferencePaper","2009","Zheng, Li; Yi, Ruan","Fault diagnosis system for the inspection robot in power transmission lines maintenance","2009 International Conference on Optical Instruments and Technology: Optoelectronic Imaging and Process Technology","","","","","","2009","2020-03-29 14:57:30","2020-03-29 14:57:30","","75130E","","","7513","","","","","","","","International Society for Optics and Photonics","","","","","","","Google Scholar","","","","C:\Users\StanS\Zotero\storage\4BTRL9DC\12.837984.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"74C99DQ8","journalArticle","2013","Roy, Shibendu Shekhar; Pratihar, Dilip Kumar","Dynamic modeling, stability and energy consumption analysis of a realistic six-legged walking robot","Robotics and Computer-Integrated Manufacturing","","","","","","2013","2020-03-29 14:57:30","2020-03-29 14:57:30","","400–416","","2","29","","","","","","","","","","","","","","","Google Scholar","","Publisher: Elsevier","","C:\Users\StanS\Zotero\storage\BNT9EJKX\Roy and Pratihar - 2013 - Dynamic modeling, stability and energy consumption.pdf; C:\Users\StanS\Zotero\storage\XEMIZIQM\S0736584512001135.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"S2M6RAGU","journalArticle","2014","Fung, Rong-Fong; Cheng, Yi-Hsin","Trajectory planning based on minimum absolute input energy for an LCD glass-handling robot","Applied Mathematical Modelling","","","","","","2014","2020-03-29 14:57:30","2020-03-29 14:57:30","","2837–2847","","11-12","38","","","","","","","","","","","","","","","Google Scholar","","Publisher: Elsevier","","C:\Users\StanS\Zotero\storage\JJWF38MV\S0307904X13007531.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AFT8RX9V","conferencePaper","2006","Minakata, Hideaki; Tadakuma, Susumu","A study of energy-saving shoes for robot considering 3D motion","9th IEEE International Workshop on Advanced Motion Control, 2006.","","","","","","2006","2020-03-29 14:57:30","2020-03-29 14:57:30","","386–391","","","","","","","","","","","IEEE","","","","","","","Google Scholar","","","","C:\Users\StanS\Zotero\storage\XZUM62YW\1631689.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C8NGAY9Y","journalArticle","2015","ZHANG, Shu-Cheng; CAI, Chang-liang; HAN, Xue","Simulation of High Altitude Power-on-live Robot Based on Pro/E and ADAMS","International Journal of Plant Engineering and Management","","","","","","2015","2020-03-29 14:57:30","2020-03-29 14:57:30","","5","","1","","","","","","","","","","","","","","","","Google Scholar","","","","C:\Users\StanS\Zotero\storage\HPTX4GZN\CJFDTotal-GJSY201501005.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"L5GXGG3B","conferencePaper","2006","Fu, Siyao; Li, Weiming; Zhang, Yunchu; Liang, Zize; Hou, Zengguang; Tan, Min; Ye, Wenbo; Lian, Bo; Zuo, Qi","Structure-constrained obstacles recognition for power transmission line inspection robot","2006 IEEE/RSJ International Conference on Intelligent Robots and Systems","","","","","","2006","2020-03-29 14:57:30","2020-03-29 14:57:30","","3363–3368","","","","","","","","","","","IEEE","","","","","","","Google Scholar","","","","C:\Users\StanS\Zotero\storage\JKBGZWY7\4058919.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6V4MI4KL","journalArticle","2019","Aivaliotis, P.; Aivaliotis, S.; Gkournelos, C.; Kokkalis, K.; Michalos, G.; Makris, S.","Power and force limiting on industrial robots for human-robot collaboration","Robotics and Computer-Integrated Manufacturing","","","","","","2019","2020-03-29 14:57:30","2020-03-29 14:57:30","","346–360","","","59","","","","","","","","","","","","","","","Google Scholar","","Publisher: Elsevier","","C:\Users\StanS\Zotero\storage\K68V8CGM\S0736584518302928.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XA423MAI","conferencePaper","2014","Chen, Chunchao; Li, Jinsong; Luo, Jun; Xie, Shaorong; Pu, Huayan; Cui, Ze; Gu, Jason","Analysis and simulation of kinematics of 5-DOF nuclear power station robot manipulator","2014 IEEE International Conference on Robotics and Biomimetics (ROBIO 2014)","","","","","","2014","2020-03-29 14:57:54","2020-03-29 14:57:54","","2025–2030","","","","","","","","","","","IEEE","","","","","","","Google Scholar","","","","C:\Users\StanS\Zotero\storage\W86QLUB5\7090634.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"44G3DDSC","conferencePaper","2016","Patil, Madhav; Abukhalil, Tamer; Patel, Sarosh; Sobh, Tarek","UB robot swarm—Design, implementation, and power management","2016 12th IEEE International Conference on Control and Automation (ICCA)","","","","","","2016","2020-03-29 14:57:54","2020-03-29 14:57:54","","577–582","","","","","","","","","","","IEEE","","","","","","","Google Scholar","","","","C:\Users\StanS\Zotero\storage\JR7W5W2F\Patil et al. - 2016 - UB robot swarm—Design, implementation, and power m.pdf; C:\Users\StanS\Zotero\storage\DCUDTGYA\7505339.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BFH4TDVH","journalArticle","2018","Shin, Hocheol; Jung, Seung Ho; Choi, You Rack; Kim, ChangHoi","Development of a shared remote control robot for aerial work in nuclear power plants","Nuclear Engineering and Technology","","","","","","2018","2020-03-29 14:57:54","2020-03-29 14:57:54","","613–618","","4","50","","","","","","","","","","","","","","","Google Scholar","","Publisher: Elsevier","","C:\Users\StanS\Zotero\storage\R2XFJFTZ\S1738573318300810.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AHSRE659","conferencePaper","2016","Geravand, Milad; Shahriari, Erfan; De Luca, Alessandro; Peer, Angelika","Port-based modeling of human-robot collaboration towards safety-enhancing energy shaping control","2016 IEEE International Conference on Robotics and Automation (ICRA)","","","","","","2016","2020-03-29 14:57:54","2020-03-29 14:57:54","","3075–3082","","","","","","","","","","","IEEE","","","","","","","Google Scholar","","","","C:\Users\StanS\Zotero\storage\XJPMB7J4\Geravand et al. - 2016 - Port-based modeling of human-robot collaboration t.pdf; C:\Users\StanS\Zotero\storage\CQI8RG6R\7487473.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IRD5XEXG","patent","2014","Cohen, David A.; Ozick, Daniel; Vu, Clara; Lynch, James; Mass, Philip R.","Autonomous robot auto-docking and energy management systems and methods","","","","","","","2014-10-07","2020-03-29 14:57:54","2020-03-29 14:57:54","","","","","","","","","","","","","","","","","","","","","","Library Catalog: Google Scholar Publisher: Google Patents","","C:\Users\StanS\Zotero\storage\M4SMVKDV\Cohen et al. - 2014 - Autonomous robot auto-docking and energy managemen.pdf; C:\Users\StanS\Zotero\storage\B3XL6LYX\en.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X6HJSDH6","conferencePaper","2001","Wyeth, Gordon; Ball, David; Cusack, David; Ratnapala, Adrian","UQ roboroos: Achieving power and agility in a small size robot","Robot Soccer World Cup","","","","","","2001","2020-03-29 14:57:54","2020-03-29 14:57:54","","603–606","","","","","","UQ roboroos","","","","","Springer","","","","","","","Google Scholar","","","","C:\Users\StanS\Zotero\storage\HK9QVB82\Wyeth et al. - 2001 - UQ roboroos Achieving power and agility in a smal.pdf; C:\Users\StanS\Zotero\storage\Z5P4EMD7\3-540-45603-1_94.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HRGS8VBY","journalArticle","2010","Naderi, D.; Salehi, R.","Optimization of Power Usage and Required Torque for Delta Robot, Using Genetic Algorithm","","","","","","","2010","2020-03-29 14:57:54","2020-03-29 14:57:54","","","","","","","","","","","","","","","","","","","","Google Scholar","","Publisher: AEROSPACE MECHANICS JOURNAL","","C:\Users\StanS\Zotero\storage\EJ2X5F4Y\ViewPaper.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UEEE3M2N","journalArticle","2012","Gregory, John; Olivares, Alberto; Staffetti, Ernesto","Energy-optimal trajectory planning for robot manipulators with holonomic constraints","Systems & Control Letters","","","","","","2012","2020-03-29 14:57:54","2020-03-29 14:57:54","","279–291","","2","61","","","","","","","","","","","","","","","Google Scholar","","Publisher: Elsevier","","C:\Users\StanS\Zotero\storage\HXEBGJC2\S016769111100288X.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IRXXT6CT","conferencePaper","2011","Fung, Rong-Fong; Cheng, Yi-Hsin","Minimum-energy trajectory planning for an LCD glass-handling robot","2011 4th International Conference on Intelligent Networks and Intelligent Systems","","","","","","2011","2020-03-29 14:57:54","2020-03-29 14:57:54","","61–64","","","","","","","","","","","IEEE","","","","","","","Google Scholar","","","","C:\Users\StanS\Zotero\storage\WBHQKHSC\6104694.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BHPCTBTD","journalArticle","2011","Yuan, Jing; Liu, Guangjun; Wu, Bin","Power efficiency estimation-based health monitoring and fault detection of modular and reconfigurable robot","IEEE Transactions on industrial electronics","","","","","","2011","2020-03-29 14:57:54","2020-03-29 14:57:54","","4880–4887","","10","58","","","","","","","","","","","","","","","Google Scholar","","Publisher: IEEE","","C:\Users\StanS\Zotero\storage\JDR89K2V\5716671.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8KGPABZH","journalArticle","2009","Staicu, Stefan","Power requirement comparison in the 3-RPR planar parallel robot dynamics","Mechanism and Machine Theory","","","","","","2009","2020-03-29 14:59:26","2020-03-29 14:59:26","","1045–1057","","5","44","","","","","","","","","","","","","","","Google Scholar","","Publisher: Elsevier","","C:\Users\StanS\Zotero\storage\KFIFYGXE\S0094114X08001092.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4J2MMVWQ","journalArticle","2015","Pellegrinelli, Stefania; Borgia, Stefano; Pedrocchi, Nicola; Villagrossi, Enrico; Bianchi, Giacomo; Tosatti, Lorenzo Molinari","Minimization of the energy consumption in motion planning for single-robot tasks","Procedia Cirp","","","","","","2015","2020-03-29 14:59:26","2020-03-29 14:59:26","","354–359","","","29","","","","","","","","","","","","","","","Google Scholar","","Publisher: Elsevier","","C:\Users\StanS\Zotero\storage\FZEBWT9Y\S2212827115004886.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZUVBCNYQ","conferencePaper","2010","Wang, Hongguang; Zhang, Fei; Jiang, Yong; Liu, Guangjun; Peng, Xiaojie","Development of an inspection robot for 500 kV EHV power transmission lines","2010 IEEE/RSJ International Conference on Intelligent Robots and Systems","","","","","","2010","2020-03-29 14:59:26","2020-03-29 14:59:26","","5107–5112","","","","","","","","","","","IEEE","","","","","","","Google Scholar","","","","C:\Users\StanS\Zotero\storage\BZXCETXI\5651966.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QLUK3ALL","journalArticle","2007","Ray, Laura E.; Lever, James H.; Streeter, Alexander D.; Price, Alexander D.","Design and power management of a solar-powered “Cool Robot” for polar instrument networks","Journal of Field Robotics","","","","","","2007","2020-03-29 14:59:26","2020-03-29 14:59:26","","581–599","","7","24","","","","","","","","","","","","","","","Google Scholar","","Publisher: Wiley Online Library","","C:\Users\StanS\Zotero\storage\SDZ3KKC3\rob.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4TZW68LT","journalArticle","2018","Olesiak, Krzysztof","Analysis of the energy consumption by an industrial robot for the angular movement of individual axes","Przegląd Elektrotechniczny","","","","","","2018","2020-03-29 14:59:26","2020-03-29 14:59:26","","218–221","","","94","","","","","","","","","","","","","","","Google Scholar","","","","C:\Users\StanS\Zotero\storage\23GNQZXE\Olesiak - 2018 - Analysis of the energy consumption by an industria.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2YD6I9AR","journalArticle","2010","Vermeulen, Mathijs; Wisse, Martijn","Intrinsically safe robot arm: Adjustable static balancing and low power actuation","International Journal of Social Robotics","","","","","","2010","2020-03-29 14:59:26","2020-03-29 14:59:26","","275–288","","3","2","","","Intrinsically safe robot arm","","","","","","","","","","","","Google Scholar","","Publisher: Springer","","C:\Users\StanS\Zotero\storage\5QX8U3R5\Vermeulen and Wisse - 2010 - Intrinsically safe robot arm Adjustable static ba.pdf; C:\Users\StanS\Zotero\storage\NBENGGV2\s12369-010-0048-9.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NESP4US5","conferencePaper","2017","Li, Guannan; Švogor, Ivan; Beltrame, Giovanni","Self-adaptive pattern formation with battery-powered robot swarms","2017 NASA/ESA Conference on Adaptive Hardware and Systems (AHS)","","","","","","2017","2020-03-29 14:59:26","2020-03-29 14:59:26","","253–260","","","","","","","","","","","IEEE","","","","","","","Google Scholar","","","","C:\Users\StanS\Zotero\storage\RBYQ6XUI\Li et al. - 2017 - Self-adaptive pattern formation with battery-power.pdf; C:\Users\StanS\Zotero\storage\U8EDURIC\8046386.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PD44UDCD","conferencePaper","2009","Kadota, Kazuo; Akai, Masao; Kawashima, Kenji; Kagawa, Toshiharu","Development of Power-Assist Robot Arm using pneumatic rubbermuscles with a balloon sensor","RO-MAN 2009-The 18th IEEE International Symposium on Robot and Human Interactive Communication","","","","","","2009","2020-03-29 14:59:26","2020-03-29 14:59:26","","546–551","","","","","","","","","","","IEEE","","","","","","","Google Scholar","","","","C:\Users\StanS\Zotero\storage\33ZHJNX8\5326335.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"33VKSHZF","conferencePaper","2009","Zuo, Qi; Guo, Zijian; Sun, Dehui; Xu, De","The design of DSP-based corner detection for power line inspection robot","2009 4th International Conference on Computer Science & Education","","","","","","2009","2020-03-29 14:59:26","2020-03-29 14:59:26","","763–766","","","","","","","","","","","IEEE","","","","","","","Google Scholar","","","","C:\Users\StanS\Zotero\storage\QS8KPT3L\5228133.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9ZDXBW4I","bookSection","2012","Rönnau, Arne; Sutter, Florian; Kerscher, Thilo; Dillmann, Rüdiger","On-board energy consumption estimation for a six-legged walking robot","Field Robotics","","","","","","2012","2020-03-29 14:59:26","2020-03-29 14:59:26","","547–554","","","","","","","","","","","World Scientific","","","","","","","Google Scholar","","","","C:\Users\StanS\Zotero\storage\PABXXW48\Rönnau et al. - 2012 - On-board energy consumption estimation for a six-l.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SXTYIWM7","journalArticle","2016","Zhu, Hongbo; Luo, Minzhou; Mei, Tao; Zhao, Jianghai; Li, Tao; Guo, Fayong","Energy-efficient bio-inspired gait planning and control for biped robot based on human locomotion analysis","Journal of Bionic Engineering","","","","","","2016","2020-03-29 14:59:38","2020-03-29 14:59:38","","271–282","","2","13","","","","","","","","","","","","","","","Google Scholar","","Publisher: Springer","","C:\Users\StanS\Zotero\storage\VAKK3VJB\S1672-6529(16)60300-1.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K6E23GZ6","journalArticle","2010","Katrašnik, Jaka; Pernuš, Franjo; Likar, Boštjan","A climbing-flying robot for power line inspection","Climbing Walk","","","","","","2010","2020-03-29 14:59:38","2020-03-29 14:59:38","","95–110","","","","","","","","","","","","","","","","","","Google Scholar","","Publisher: University of Ljubljana Slovenia, Balkans","","C:\Users\StanS\Zotero\storage\CDE3NCUF\books.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ILNDWZ5Q","conferencePaper","2011","Roy, Shibendu Shekhar; Pratihar, Dilip Kumar","Dynamic modeling and energy consumption analysis of crab walking of a six-legged robot","2011 IEEE Conference on Technologies for Practical Robot Applications","","","","","","2011","2020-03-29 14:59:38","2020-03-29 14:59:38","","82–87","","","","","","","","","","","IEEE","","","","","","","Google Scholar","","","","C:\Users\StanS\Zotero\storage\K89LSDDR\5753486.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I9FWAW9R","journalArticle","1992","Nair, Satish S.; Singh, Rajendra; Waldron, Kenneth J.; Vohnout, Vincent J.","Power system of a multi-legged walking robot","Robotics and autonomous systems","","","","","","1992","2020-03-29 14:59:38","2020-03-29 14:59:38","","149–163","","3","9","","","","","","","","","","","","","","","Google Scholar","","Publisher: Elsevier","","C:\Users\StanS\Zotero\storage\E9DDS4KH\092188909290051Y.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D4AQJMZS","journalArticle","2002","Chang, Pyung-Hun; Park, Joon-Young","Task oriented design of robot kinematics using grid method and its application to nuclear power plant","","","","","","","2002","2020-03-29 14:59:38","2020-03-29 14:59:38","","","","","","","","","","","","","","","","","","","","Google Scholar","","","","C:\Users\StanS\Zotero\storage\ZDSIRVHA\search.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EQZJK5JB","conferencePaper","2016","Enayati, Nima; Costa, Eva C. Alves; Ferrigno, Giancarlo; De Momi, Elena","A dynamic non-energy-storing guidance constraint with motion redirection for robot-assisted surgery","2016 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS)","","","","","","2016","2020-03-29 14:59:38","2020-03-29 14:59:38","","4311–4316","","","","","","","","","","","IEEE","","","","","","","Google Scholar","","","","C:\Users\StanS\Zotero\storage\Q9JNISM3\Enayati et al. - 2016 - A dynamic non-energy-storing guidance constraint w.pdf; C:\Users\StanS\Zotero\storage\TFUY7LLL\7759634.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WA2FSNHY","conferencePaper","2016","Wang, Lihui; Mohammed, Abdullah; Wang, Xi Vincent; Schmidt, Bernard","Recent advancements of smart manufacturing: an example of energy-efficient robot","Proceedings of the 26th International Conference on Flexible Automation and Intelligent Manufacturing","","","","","","2016","2020-03-29 14:59:38","2020-03-29 14:59:38","","884–892","","","","","","Recent advancements of smart manufacturing","","","","","","","","","","","","Google Scholar","","","","C:\Users\StanS\Zotero\storage\GJXWKY3Q\Wang et al. - 2016 - Recent advancements of smart manufacturing an exa.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ERWUZDWL","journalArticle","2011","Kernbach, Serge","Collective Energy Foraging of Robot Swarms and Robot Organisms","arXiv preprint arXiv:1111.0873","","","","","","2011","2020-03-29 14:59:38","2020-03-29 14:59:38","","","","","","","","","","","","","","","","","","","","Google Scholar","","","","C:\Users\StanS\Zotero\storage\DQP58EMU\Kernbach - 2011 - Collective Energy Foraging of Robot Swarms and Rob.pdf; C:\Users\StanS\Zotero\storage\GRTR7M4M\1111.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X3EH78GP","journalArticle","2012","Bende, Vikrant; Pathak, Pushparaj M.; Dixit, Kedar S.; Harsha, Suraj Prakash","Energy optimal trajectory planning of an underwater robot using a genetic algorithm","Proceedings of the Institution of Mechanical Engineers, Part I: Journal of Systems and Control Engineering","","","","","","2012","2020-03-29 14:59:38","2020-03-29 14:59:38","","1077–1087","","8","226","","","","","","","","","","","","","","","Google Scholar","","Publisher: SAGE Publications Sage UK: London, England","","C:\Users\StanS\Zotero\storage\LXL4MRTM\Bende et al. - 2012 - Energy optimal trajectory planning of an underwate.pdf; C:\Users\StanS\Zotero\storage\63G2BF58\0959651812447232.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JYE2R8VP","journalArticle","2006","Cherouvim, Nicholas; Papadopoulos, Evangelos","Energy saving passive-dynamic gait for a one-legged hopping robot","Robotica","","","","","","2006","2020-03-29 14:59:38","2020-03-29 14:59:38","","491–498","","4","24","","","","","","","","","","","","","","","Google Scholar","","Publisher: Cambridge University Press","","C:\Users\StanS\Zotero\storage\K7EG5W9Z\Cherouvim and Papadopoulos - 2006 - Energy saving passive-dynamic gait for a one-legge.pdf; C:\Users\StanS\Zotero\storage\IQW7B9N7\310716456D5D2F7DB35EDFC54E7600FD.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SVIDJ7B3","conferencePaper","2015","Pan, Erzhen; Guan, Da; Xu, Wenfu; Hu, Bingshan","Control system of a small intelligent inspection robot for nuclear power plant use","2015 IEEE International Conference on Information and Automation","","","","","","2015","2020-03-29 14:59:50","2020-03-29 14:59:50","","837–842","","","","","","","","","","","IEEE","","","","","","","Google Scholar","","","","C:\Users\StanS\Zotero\storage\4HXI68JD\7279401.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RGE5RW3X","conferencePaper","2011","Kiguchi, Kazuo; Hayashi, Yoshiaki","Adaptive perception-assist to various tasks for an upper-limb power-assist exoskeleton robot","2011 IEEE International Conference on Systems, Man, and Cybernetics","","","","","","2011","2020-03-29 14:59:50","2020-03-29 14:59:50","","717–722","","","","","","","","","","","IEEE","","","","","","","Google Scholar","","","","C:\Users\StanS\Zotero\storage\ND42PJVZ\6083726.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BASI5STF","patent","2015","Cohen, David A.; Ozick, Daniel N.; Vu, Clara; Lynch, James; Mass, Philip R.","Autonomous robot auto-docking and energy management systems and methods","","","","","","","2015-12-22","2020-03-29 14:59:50","2020-03-29 14:59:50","","","","","","","","","","","","","","","","","","","","","","Library Catalog: Google Scholar Publisher: Google Patents","","C:\Users\StanS\Zotero\storage\2BTHPJK6\Cohen et al. - 2015 - Autonomous robot auto-docking and energy managemen.pdf; C:\Users\StanS\Zotero\storage\2FPZK8ET\en.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"URN6FP4T","journalArticle","2018","Folgheraiter, Michele; Aubakir, Bauyrzhan","Design and modeling of a lightweight and low power consumption full-scale biped robot","International Journal of Humanoid Robotics","","","","","","2018","2020-03-29 14:59:50","2020-03-29 14:59:50","","1850022","","05","15","","","","","","","","","","","","","","","Google Scholar","","Publisher: World Scientific","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z4YUD3HY","conferencePaper","2018","Eggers, Kai; Knöchelmann, Elias; Tappe, Svenja; Ortmaier, Tobias","Modeling and experimental validation of the influence of robot temperature on its energy consumption","2018 IEEE International Conference on Industrial Technology (ICIT)","","","","","","2018","2020-03-29 14:59:50","2020-03-29 14:59:50","","239–243","","","","","","","","","","","IEEE","","","","","","","Google Scholar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAQWITLU","thesis","2012","Bol, M. E.","Force and position control of the Philips Experimental Robot Arm in an energy based setting","","","","","","","2012","2020-03-29 14:59:50","2020-03-29 14:59:50","","","","","","","","","","","","","Faculty of Science and Engineering","","","","PhD Thesis","","","Google Scholar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EF3HP48T","conferencePaper","2013","Brizzi, Paolo; Conzon, Davide; Khaleel, Hussein; Tomasi, Riccardo; Pastrone, Claudio; Spirito, A. M.; Knechtel, M.; Pramudianto, Ferry; Cultrona, P.","Bringing the Internet of Things along the manufacturing line: A case study in controlling industrial robot and monitoring energy consumption remotely","2013 IEEE 18th Conference on Emerging Technologies & Factory Automation (ETFA)","","","","","","2013","2020-03-29 14:59:50","2020-03-29 14:59:50","","1–8","","","","","","Bringing the Internet of Things along the manufacturing line","","","","","IEEE","","","","","","","Google Scholar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"S2N2XMUV","conferencePaper","2004","Papadopoulos, Evangelos; Cherouvim, Nicholas","On increasing energy autonomy for a one-legged hopping robot","IEEE International Conference on Robotics and Automation, 2004. Proceedings. ICRA'04. 2004","","","","","","2004","2020-03-29 14:59:50","2020-03-29 14:59:50","","4645–4650","","","5","","","","","","","","IEEE","","","","","","","Google Scholar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BU323I4Z","journalArticle","2017","Grzelczyk, Dariusz; Stanczyk, Bartosz; Awrejcewicz, Jan","Kinematics, dynamics and power consumption analysis of the hexapod robot during walking with tripod gait","International Journal of Structural Stability and Dynamics","","","","","","2017","2020-03-29 14:59:50","2020-03-29 14:59:50","","1740010","","05","17","","","","","","","","","","","","","","","Google Scholar","","Publisher: World Scientific","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
